id	sentence1	label	positions
994	Take a river cruise from LOCATION2 to LOCATION1 price and back - a bit touristy but I still enjoy doing it and I live here	None	7 8 
994	Take a river cruise from LOCATION2 to LOCATION1 safety and back - a bit touristy but I still enjoy doing it and I live here	None	7 8 
994	Take a river cruise from LOCATION2 to LOCATION1 transit location and back - a bit touristy but I still enjoy doing it and I live here	None	7 8 9 
995	I lived in LOCATION1 general from birth to 23 years very near to the Arsenal Stadium	None	3 4 
995	I lived in LOCATION1 price from birth to 23 years very near to the Arsenal Stadium	None	3 4 
995	I lived in LOCATION1 safety from birth to 23 years very near to the Arsenal Stadium	None	3 4 
995	I lived in LOCATION1 transit location from birth to 23 years very near to the Arsenal Stadium	None	3 4 5 
996	LOCATION1 general has no soul , no proper shops	Negative	0 1 
996	LOCATION1 price has no soul , no proper shops	None	0 1 
996	LOCATION1 safety has no soul , no proper shops	None	0 1 
996	LOCATION1 transit location has no soul , no proper shops	None	0 1 2 
997	My friend lives near LOCATION1 general Lock and is frequently followed home ( although why she insists on continuing to walk home alone , I do n't know )	None	4 5 
997	My friend lives near LOCATION1 price Lock and is frequently followed home ( although why she insists on continuing to walk home alone , I do n't know )	None	4 5 
997	My friend lives near LOCATION1 safety Lock and is frequently followed home ( although why she insists on continuing to walk home alone , I do n't know )	Negative	4 5 
997	My friend lives near LOCATION1 transit location Lock and is frequently followed home ( although why she insists on continuing to walk home alone , I do n't know )	None	4 5 6 
998	At night prostitutes take over LOCATION1 general road , lining the main street with pimps and hookers all the way up to LOCATION2	None	5 6 
998	At night prostitutes take over LOCATION1 price road , lining the main street with pimps and hookers all the way up to LOCATION2	None	5 6 
998	At night prostitutes take over LOCATION1 safety road , lining the main street with pimps and hookers all the way up to LOCATION2	Negative	5 6 
998	At night prostitutes take over LOCATION1 transit location road , lining the main street with pimps and hookers all the way up to LOCATION2	None	5 6 7 
999	LOCATION1 general is very expensive : this is the heart of London 's West End Of London theatre Land	None	0 1 
999	LOCATION1 price is very expensive : this is the heart of London 's West End Of London theatre Land	Negative	0 1 
999	LOCATION1 safety is very expensive : this is the heart of London 's West End Of London theatre Land	None	0 1 
999	LOCATION1 transit location is very expensive : this is the heart of London 's West End Of London theatre Land	None	0 1 2 
99	Also try LOCATION1 general , one of my favourite places in the capital , populated by a lot of wealthy people so as long as you have plenty of cash to pay the rent you should have a great time	Positive	2 3 
99	Also try LOCATION1 price , one of my favourite places in the capital , populated by a lot of wealthy people so as long as you have plenty of cash to pay the rent you should have a great time	Negative	2 3 
99	Also try LOCATION1 safety , one of my favourite places in the capital , populated by a lot of wealthy people so as long as you have plenty of cash to pay the rent you should have a great time	None	2 3 
99	Also try LOCATION1 transit location , one of my favourite places in the capital , populated by a lot of wealthy people so as long as you have plenty of cash to pay the rent you should have a great time	None	2 3 4 
9	i used to live all over LOCATION1 general and for me it was perfect	Positive	6 7 
9	i used to live all over LOCATION1 price and for me it was perfect	None	6 7 
9	i used to live all over LOCATION1 safety and for me it was perfect	None	6 7 
9	i used to live all over LOCATION1 transit location and for me it was perfect	None	6 7 8 
0	LOCATION2 general , LOCATION1	None	0 1 
0	LOCATION2 price , LOCATION1	None	0 1 
0	LOCATION2 safety , LOCATION1	None	0 1 
0	LOCATION2 transit location , LOCATION1	None	0 1 2 
1006	But then again a cold wet afternoon in LOCATION1 or LOCATION2 general can also be amazing	None	10 11 
1006	But then again a cold wet afternoon in LOCATION1 or LOCATION2 price can also be amazing	None	10 11 
1006	But then again a cold wet afternoon in LOCATION1 or LOCATION2 safety can also be amazing	None	10 11 
1006	But then again a cold wet afternoon in LOCATION1 or LOCATION2 transit location can also be amazing	None	10 11 12 
1009	Dependent on where you are but there are two options to me : - LOCATION1 ( LOCATION2 general ) A lovely green area with a great view of London	None	16 17 
1009	Dependent on where you are but there are two options to me : - LOCATION1 ( LOCATION2 price ) A lovely green area with a great view of London	None	16 17 
1009	Dependent on where you are but there are two options to me : - LOCATION1 ( LOCATION2 safety ) A lovely green area with a great view of London	None	16 17 
1009	Dependent on where you are but there are two options to me : - LOCATION1 ( LOCATION2 transit location ) A lovely green area with a great view of London	None	16 17 18 
1015	LOCATION1 is a bit like LOCATION2 general , or I guess most other London suburbs	None	5 6 
1015	LOCATION1 is a bit like LOCATION2 price , or I guess most other London suburbs	None	5 6 
1015	LOCATION1 is a bit like LOCATION2 safety , or I guess most other London suburbs	None	5 6 
1015	LOCATION1 is a bit like LOCATION2 transit location , or I guess most other London suburbs	None	5 6 7 
1018	just keep your wits about you , bad people are everywhere I think you 'll find LOCATION1 has a lot more crimes than LOCATION2 general	None	23 24 
1018	just keep your wits about you , bad people are everywhere I think you 'll find LOCATION1 has a lot more crimes than LOCATION2 price	None	23 24 
1018	just keep your wits about you , bad people are everywhere I think you 'll find LOCATION1 has a lot more crimes than LOCATION2 safety	None	23 24 
1018	just keep your wits about you , bad people are everywhere I think you 'll find LOCATION1 has a lot more crimes than LOCATION2 transit location	None	23 24 25 
1038	Have a look at this link and you 'll see what I 'm talking about : Most younger people like to live nearer the London , so in Zones 2 or 3 . If you live in a not so nice area of Zone 2 ( eg LOCATION2 general ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of Zone 2 ( eg LOCATION1 ) you 'd probably be paying double that at least Have a look at websites such as gumtree	None	47 48 
1038	Have a look at this link and you 'll see what I 'm talking about : Most younger people like to live nearer the London , so in Zones 2 or 3 . If you live in a not so nice area of Zone 2 ( eg LOCATION2 price ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of Zone 2 ( eg LOCATION1 ) you 'd probably be paying double that at least Have a look at websites such as gumtree	None	47 48 
1038	Have a look at this link and you 'll see what I 'm talking about : Most younger people like to live nearer the London , so in Zones 2 or 3 . If you live in a not so nice area of Zone 2 ( eg LOCATION2 safety ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of Zone 2 ( eg LOCATION1 ) you 'd probably be paying double that at least Have a look at websites such as gumtree	None	47 48 
1038	Have a look at this link and you 'll see what I 'm talking about : Most younger people like to live nearer the London , so in Zones 2 or 3 . If you live in a not so nice area of Zone 2 ( eg LOCATION2 transit location ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of Zone 2 ( eg LOCATION1 ) you 'd probably be paying double that at least Have a look at websites such as gumtree	None	47 48 49 
1041	I ca n't imagine that someone in e g LOCATION1 would think it worthwhile to go all the way to e g LOCATION2 general to swim	None	22 23 
1041	I ca n't imagine that someone in e g LOCATION1 would think it worthwhile to go all the way to e g LOCATION2 price to swim	None	22 23 
1041	I ca n't imagine that someone in e g LOCATION1 would think it worthwhile to go all the way to e g LOCATION2 safety to swim	None	22 23 
1041	I ca n't imagine that someone in e g LOCATION1 would think it worthwhile to go all the way to e g LOCATION2 transit location to swim	None	22 23 24 
1044	For example ; I live in LOCATION1 but I always say LOCATION2 general	None	11 12 
1044	For example ; I live in LOCATION1 but I always say LOCATION2 price	None	11 12 
1044	For example ; I live in LOCATION1 but I always say LOCATION2 safety	None	11 12 
1044	For example ; I live in LOCATION1 but I always say LOCATION2 transit location	None	11 12 13 
1047	Its London : London , borough : LOCATION1 , area : LOCATION2 general	None	11 12 
1047	Its London : London , borough : LOCATION1 , area : LOCATION2 price	None	11 12 
1047	Its London : London , borough : LOCATION1 , area : LOCATION2 safety	None	11 12 
1047	Its London : London , borough : LOCATION1 , area : LOCATION2 transit location	None	11 12 13 
1052	In LOCATION2 general LOCATION1 has some nice streets	None	1 2 
1052	In LOCATION2 price LOCATION1 has some nice streets	None	1 2 
1052	In LOCATION2 safety LOCATION1 has some nice streets	None	1 2 
1052	In LOCATION2 transit location LOCATION1 has some nice streets	None	1 2 3 
1055	LOCATION1 is the posh part of LOCATION2 general but it still has some horrible estates too	None	6 7 
1055	LOCATION1 is the posh part of LOCATION2 price but it still has some horrible estates too	None	6 7 
1055	LOCATION1 is the posh part of LOCATION2 safety but it still has some horrible estates too	None	6 7 
1055	LOCATION1 is the posh part of LOCATION2 transit location but it still has some horrible estates too	None	6 7 8 
1058	The area around LOCATION2 general is well served by the Jubilee Line which takes you directly to Bond Street ( near LOCATION1 )	None	3 4 
1058	The area around LOCATION2 price is well served by the Jubilee Line which takes you directly to Bond Street ( near LOCATION1 )	None	3 4 
1058	The area around LOCATION2 safety is well served by the Jubilee Line which takes you directly to Bond Street ( near LOCATION1 )	None	3 4 
1058	The area around LOCATION2 transit location is well served by the Jubilee Line which takes you directly to Bond Street ( near LOCATION1 )	None	3 4 5 
105	I 'm only too glad my parents ( cockneys of the first order ) were not able to see London change so badly One really nice area is LOCATION2 general or LOCATION1	None	28 29 
105	I 'm only too glad my parents ( cockneys of the first order ) were not able to see London change so badly One really nice area is LOCATION2 price or LOCATION1	None	28 29 
105	I 'm only too glad my parents ( cockneys of the first order ) were not able to see London change so badly One really nice area is LOCATION2 safety or LOCATION1	None	28 29 
105	I 'm only too glad my parents ( cockneys of the first order ) were not able to see London change so badly One really nice area is LOCATION2 transit location or LOCATION1	None	28 29 30 
107	LOCATION1 is great too , and the area around liverpool road side would n't be too far from LOCATION2 general	None	18 19 
107	LOCATION1 is great too , and the area around liverpool road side would n't be too far from LOCATION2 price	None	18 19 
107	LOCATION1 is great too , and the area around liverpool road side would n't be too far from LOCATION2 safety	None	18 19 
107	LOCATION1 is great too , and the area around liverpool road side would n't be too far from LOCATION2 transit location	None	18 19 20 
1081	The church is st mary le LOCATION1 LOCATION2 general google it	None	7 8 
1081	The church is st mary le LOCATION1 LOCATION2 price google it	None	7 8 
1081	The church is st mary le LOCATION1 LOCATION2 safety google it	None	7 8 
1081	The church is st mary le LOCATION1 LOCATION2 transit location google it	None	7 8 9 
1089	LOCATION1 and LOCATION2 general may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London	None	2 3 
1089	LOCATION1 and LOCATION2 price may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London	None	2 3 
1089	LOCATION1 and LOCATION2 safety may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London	None	2 3 
1089	LOCATION1 and LOCATION2 transit location may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London	None	2 3 4 
1095	It was a series of Hamlets and now you see LOCATION2 general / LOCATION1 etc which are areas of London that used to be hamlets	None	10 11 
1095	It was a series of Hamlets and now you see LOCATION2 price / LOCATION1 etc which are areas of London that used to be hamlets	None	10 11 
1095	It was a series of Hamlets and now you see LOCATION2 safety / LOCATION1 etc which are areas of London that used to be hamlets	None	10 11 
1095	It was a series of Hamlets and now you see LOCATION2 transit location / LOCATION1 etc which are areas of London that used to be hamlets	None	10 11 12 
1097	You can use the areas of LOCATION2 general and LOCATION1 , Grosvenor Square and so on	None	6 7 
1097	You can use the areas of LOCATION2 price and LOCATION1 , Grosvenor Square and so on	None	6 7 
1097	You can use the areas of LOCATION2 safety and LOCATION1 , Grosvenor Square and so on	None	6 7 
1097	You can use the areas of LOCATION2 transit location and LOCATION1 , Grosvenor Square and so on	None	6 7 8 
1114	hope i could help a bit I do n't know much about LOCATION2 general or LOCATION1	None	12 13 
1114	hope i could help a bit I do n't know much about LOCATION2 price or LOCATION1	None	12 13 
1114	hope i could help a bit I do n't know much about LOCATION2 safety or LOCATION1	None	12 13 
1114	hope i could help a bit I do n't know much about LOCATION2 transit location or LOCATION1	None	12 13 14 
1116	And then there 's LOCATION2 general or right in the heart of LOCATION1	None	4 5 
1116	And then there 's LOCATION2 price or right in the heart of LOCATION1	None	4 5 
1116	And then there 's LOCATION2 safety or right in the heart of LOCATION1	None	4 5 
1116	And then there 's LOCATION2 transit location or right in the heart of LOCATION1	None	4 5 6 
1119	I was born in LOCATION1 and now have a flat in LOCATION2 general	None	11 12 
1119	I was born in LOCATION1 and now have a flat in LOCATION2 price	None	11 12 
1119	I was born in LOCATION1 and now have a flat in LOCATION2 safety	None	11 12 
1119	I was born in LOCATION1 and now have a flat in LOCATION2 transit location	None	11 12 13 
1128	you would likely have to share a bedsit First of all you NEED a Student Visa- you need to go to the UK immigration and Visa site and read the rules and the procedure a place called LOCATION1 20 mins by train from London LOCATION2 general	None	44 45 
1128	you would likely have to share a bedsit First of all you NEED a Student Visa- you need to go to the UK immigration and Visa site and read the rules and the procedure a place called LOCATION1 20 mins by train from London LOCATION2 price	None	44 45 
1128	you would likely have to share a bedsit First of all you NEED a Student Visa- you need to go to the UK immigration and Visa site and read the rules and the procedure a place called LOCATION1 20 mins by train from London LOCATION2 safety	None	44 45 
1128	you would likely have to share a bedsit First of all you NEED a Student Visa- you need to go to the UK immigration and Visa site and read the rules and the procedure a place called LOCATION1 20 mins by train from London LOCATION2 transit location	None	44 45 46 
1132	LOCATION1 and LOCATION2 general are is full of more pretentious hipsters than chavs	None	2 3 
1132	LOCATION1 and LOCATION2 price are is full of more pretentious hipsters than chavs	None	2 3 
1132	LOCATION1 and LOCATION2 safety are is full of more pretentious hipsters than chavs	None	2 3 
1132	LOCATION1 and LOCATION2 transit location are is full of more pretentious hipsters than chavs	None	2 3 4 
1147	In general , West London or LOCATION1 are a bit 'safer ' than LOCATION2 general or South London	None	13 14 
1147	In general , West London or LOCATION1 are a bit 'safer ' than LOCATION2 price or South London	None	13 14 
1147	In general , West London or LOCATION1 are a bit 'safer ' than LOCATION2 safety or South London	None	13 14 
1147	In general , West London or LOCATION1 are a bit 'safer ' than LOCATION2 transit location or South London	None	13 14 15 
1154	If he is driving living in LOCATION2 general would mean the LOCATION1 Tunnel under the Thames every day	None	6 7 
1154	If he is driving living in LOCATION2 price would mean the LOCATION1 Tunnel under the Thames every day	None	6 7 
1154	If he is driving living in LOCATION2 safety would mean the LOCATION1 Tunnel under the Thames every day	None	6 7 
1154	If he is driving living in LOCATION2 transit location would mean the LOCATION1 Tunnel under the Thames every day	None	6 7 8 
1160	There are also classical music venues such as the LOCATION2 general and the LOCATION1	None	9 10 
1160	There are also classical music venues such as the LOCATION2 price and the LOCATION1	None	9 10 
1160	There are also classical music venues such as the LOCATION2 safety and the LOCATION1	None	9 10 
1160	There are also classical music venues such as the LOCATION2 transit location and the LOCATION1	None	9 10 11 
1170	LOCATION1 was n't such a nice area but it did n't take long to get into LOCATION2 general	None	16 17 
1170	LOCATION1 was n't such a nice area but it did n't take long to get into LOCATION2 price	None	16 17 
1170	LOCATION1 was n't such a nice area but it did n't take long to get into LOCATION2 safety	None	16 17 
1170	LOCATION1 was n't such a nice area but it did n't take long to get into LOCATION2 transit location	None	16 17 18 
1178	There were definitely more groups of young men roaming the streets in LOCATION1 , compared to where I lived ( LOCATION2 general )	None	20 21 
1178	There were definitely more groups of young men roaming the streets in LOCATION1 , compared to where I lived ( LOCATION2 price )	None	20 21 
1178	There were definitely more groups of young men roaming the streets in LOCATION1 , compared to where I lived ( LOCATION2 safety )	None	20 21 
1178	There were definitely more groups of young men roaming the streets in LOCATION1 , compared to where I lived ( LOCATION2 transit location )	None	20 21 22 
1181	I keep finding places that say LOCATION1 and LOCATION2 general ; are these suburbs within the suburbs	None	8 9 
1181	I keep finding places that say LOCATION1 and LOCATION2 price ; are these suburbs within the suburbs	None	8 9 
1181	I keep finding places that say LOCATION1 and LOCATION2 safety ; are these suburbs within the suburbs	None	8 9 
1181	I keep finding places that say LOCATION1 and LOCATION2 transit location ; are these suburbs within the suburbs	None	8 9 10 
1191	I liv in LOCATION1 in LOCATION2 general which is a place where a lot of violence happens wiv gangs e	None	5 6 
1191	I liv in LOCATION1 in LOCATION2 price which is a place where a lot of violence happens wiv gangs e	None	5 6 
1191	I liv in LOCATION1 in LOCATION2 safety which is a place where a lot of violence happens wiv gangs e	None	5 6 
1191	I liv in LOCATION1 in LOCATION2 transit location which is a place where a lot of violence happens wiv gangs e	None	5 6 7 
1197	i live in LOCATION1 , near LOCATION2 general	None	6 7 
1197	i live in LOCATION1 , near LOCATION2 price	None	6 7 
1197	i live in LOCATION1 , near LOCATION2 safety	None	6 7 
1197	i live in LOCATION1 , near LOCATION2 transit location	None	6 7 8 
1205	There are smaller villages around LOCATION1 with access to the main rail line to LOCATION2 general	None	14 15 
1205	There are smaller villages around LOCATION1 with access to the main rail line to LOCATION2 price	None	14 15 
1205	There are smaller villages around LOCATION1 with access to the main rail line to LOCATION2 safety	None	14 15 
1205	There are smaller villages around LOCATION1 with access to the main rail line to LOCATION2 transit location	None	14 15 16 
1207	LOCATION1 is an inner LOCATION2 general of London	None	4 5 
1207	LOCATION1 is an inner LOCATION2 price of London	None	4 5 
1207	LOCATION1 is an inner LOCATION2 safety of London	None	4 5 
1207	LOCATION1 is an inner LOCATION2 transit location of London	None	4 5 6 
1223	There are 4 international airports LOCATION1 , Gatwick , LOCATION2 general and Luton	None	9 10 
1223	There are 4 international airports LOCATION1 , Gatwick , LOCATION2 price and Luton	None	9 10 
1223	There are 4 international airports LOCATION1 , Gatwick , LOCATION2 safety and Luton	None	9 10 
1223	There are 4 international airports LOCATION1 , Gatwick , LOCATION2 transit location and Luton	None	9 10 11 
1224	LOCATION2 general is right next to LOCATION1 , and shopping and basically the centre of London	None	0 1 
1224	LOCATION2 price is right next to LOCATION1 , and shopping and basically the centre of London	None	0 1 
1224	LOCATION2 safety is right next to LOCATION1 , and shopping and basically the centre of London	None	0 1 
1224	LOCATION2 transit location is right next to LOCATION1 , and shopping and basically the centre of London	None	0 1 2 
1233	My friends Lived in one of these Blocks of Flats and on the estate there were 40 Blocks all the same with no trees concrete yards and Behind the LOCATION1 Cricket Ground Most are still Standing My school was 4 stories High the tallest in LOCATION2 general before WW2 Built in about 1868 and is still a school I paid them a Visit in 2007.I 'm a teenage girl who would like to leave these Unites States of America I 've always lived in And spend a summer in London	None	45 46 
1233	My friends Lived in one of these Blocks of Flats and on the estate there were 40 Blocks all the same with no trees concrete yards and Behind the LOCATION1 Cricket Ground Most are still Standing My school was 4 stories High the tallest in LOCATION2 price before WW2 Built in about 1868 and is still a school I paid them a Visit in 2007.I 'm a teenage girl who would like to leave these Unites States of America I 've always lived in And spend a summer in London	None	45 46 
1233	My friends Lived in one of these Blocks of Flats and on the estate there were 40 Blocks all the same with no trees concrete yards and Behind the LOCATION1 Cricket Ground Most are still Standing My school was 4 stories High the tallest in LOCATION2 safety before WW2 Built in about 1868 and is still a school I paid them a Visit in 2007.I 'm a teenage girl who would like to leave these Unites States of America I 've always lived in And spend a summer in London	None	45 46 
1233	My friends Lived in one of these Blocks of Flats and on the estate there were 40 Blocks all the same with no trees concrete yards and Behind the LOCATION1 Cricket Ground Most are still Standing My school was 4 stories High the tallest in LOCATION2 transit location before WW2 Built in about 1868 and is still a school I paid them a Visit in 2007.I 'm a teenage girl who would like to leave these Unites States of America I 've always lived in And spend a summer in London	None	45 46 47 
1236	The area between LOCATION2 general and LOCATION1 is considered the least appealing	None	3 4 
1236	The area between LOCATION2 price and LOCATION1 is considered the least appealing	None	3 4 
1236	The area between LOCATION2 safety and LOCATION1 is considered the least appealing	None	3 4 
1236	The area between LOCATION2 transit location and LOCATION1 is considered the least appealing	None	3 4 5 
1244	And LOCATION1 is ten mins direct on the tube to LOCATION2 general :	None	10 11 
1244	And LOCATION1 is ten mins direct on the tube to LOCATION2 price :	None	10 11 
1244	And LOCATION1 is ten mins direct on the tube to LOCATION2 safety :	None	10 11 
1244	And LOCATION1 is ten mins direct on the tube to LOCATION2 transit location :	None	10 11 12 
1246	You 're looking at the wrong London The LOCATION1 has marketing agencies all over , but particularly in the LOCATION2 general area which is the original home of ad agencies and the like	None	19 20 
1246	You 're looking at the wrong London The LOCATION1 has marketing agencies all over , but particularly in the LOCATION2 price area which is the original home of ad agencies and the like	None	19 20 
1246	You 're looking at the wrong London The LOCATION1 has marketing agencies all over , but particularly in the LOCATION2 safety area which is the original home of ad agencies and the like	None	19 20 
1246	You 're looking at the wrong London The LOCATION1 has marketing agencies all over , but particularly in the LOCATION2 transit location area which is the original home of ad agencies and the like	None	19 20 21 
1247	I was living in LOCATION2 general and working in the London ( LOCATION1 )	None	4 5 
1247	I was living in LOCATION2 price and working in the London ( LOCATION1 )	None	4 5 
1247	I was living in LOCATION2 safety and working in the London ( LOCATION1 )	None	4 5 
1247	I was living in LOCATION2 transit location and working in the London ( LOCATION1 )	None	4 5 6 
1249	On 60k in Reading , / London not so sure We live about an hour from the centre of London in Surrey ( Byfleet - which is between LOCATION2 general and LOCATION1 )	None	28 29 
1249	On 60k in Reading , / London not so sure We live about an hour from the centre of London in Surrey ( Byfleet - which is between LOCATION2 price and LOCATION1 )	None	28 29 
1249	On 60k in Reading , / London not so sure We live about an hour from the centre of London in Surrey ( Byfleet - which is between LOCATION2 safety and LOCATION1 )	None	28 29 
1249	On 60k in Reading , / London not so sure We live about an hour from the centre of London in Surrey ( Byfleet - which is between LOCATION2 transit location and LOCATION1 )	None	28 29 30 
124	hi there i guess it depends in your area , i live in southeast London , there is something called adult education , ie LOCATION1 adult education or LOCATION2 general adult education and there are lots of others maybe your area has one	None	28 29 
124	hi there i guess it depends in your area , i live in southeast London , there is something called adult education , ie LOCATION1 adult education or LOCATION2 price adult education and there are lots of others maybe your area has one	None	28 29 
124	hi there i guess it depends in your area , i live in southeast London , there is something called adult education , ie LOCATION1 adult education or LOCATION2 safety adult education and there are lots of others maybe your area has one	None	28 29 
124	hi there i guess it depends in your area , i live in southeast London , there is something called adult education , ie LOCATION1 adult education or LOCATION2 transit location adult education and there are lots of others maybe your area has one	None	28 29 30 
1259	I think in deciding between LOCATION2 general and LOCATION1 you really have to think about your commute	None	5 6 
1259	I think in deciding between LOCATION2 price and LOCATION1 you really have to think about your commute	None	5 6 
1259	I think in deciding between LOCATION2 safety and LOCATION1 you really have to think about your commute	None	5 6 
1259	I think in deciding between LOCATION2 transit location and LOCATION1 you really have to think about your commute	None	5 6 7 
1262	LOCATION1 has the direct fast train to LOCATION2 general	None	7 8 
1262	LOCATION1 has the direct fast train to LOCATION2 price	None	7 8 
1262	LOCATION1 has the direct fast train to LOCATION2 safety	None	7 8 
1262	LOCATION1 has the direct fast train to LOCATION2 transit location	None	7 8 9 
1269	LOCATION1 's located in the area known as LOCATION2 general , which is the eastern section of North London	None	8 9 
1269	LOCATION1 's located in the area known as LOCATION2 price , which is the eastern section of North London	None	8 9 
1269	LOCATION1 's located in the area known as LOCATION2 safety , which is the eastern section of North London	None	8 9 
1269	LOCATION1 's located in the area known as LOCATION2 transit location , which is the eastern section of North London	None	8 9 10 
1290	As for airports , if you choose LOCATION1 then LOCATION2 general is the best bet	None	9 10 
1290	As for airports , if you choose LOCATION1 then LOCATION2 price is the best bet	None	9 10 
1290	As for airports , if you choose LOCATION1 then LOCATION2 safety is the best bet	None	9 10 
1290	As for airports , if you choose LOCATION1 then LOCATION2 transit location is the best bet	None	9 10 11 
1309	LOCATION1 , LOCATION2 general is the only London borough that you have mentioned	None	2 3 
1309	LOCATION1 , LOCATION2 price is the only London borough that you have mentioned	None	2 3 
1309	LOCATION1 , LOCATION2 safety is the only London borough that you have mentioned	None	2 3 
1309	LOCATION1 , LOCATION2 transit location is the only London borough that you have mentioned	None	2 3 4 
1323	I do n't know LOCATION2 general but LOCATION1 is one of the nicest areas of London	None	4 5 
1323	I do n't know LOCATION2 price but LOCATION1 is one of the nicest areas of London	None	4 5 
1323	I do n't know LOCATION2 safety but LOCATION1 is one of the nicest areas of London	None	4 5 
1323	I do n't know LOCATION2 transit location but LOCATION1 is one of the nicest areas of London	None	4 5 6 
1328	I live in LOCATION1 , LOCATION2 general , and work in Tower Hamlets	None	5 6 
1328	I live in LOCATION1 , LOCATION2 price , and work in Tower Hamlets	None	5 6 
1328	I live in LOCATION1 , LOCATION2 safety , and work in Tower Hamlets	None	5 6 
1328	I live in LOCATION1 , LOCATION2 transit location , and work in Tower Hamlets	None	5 6 7 
1333	I 've previously lived in LOCATION2 general , LOCATION1 , SW London and NW London	None	5 6 
1333	I 've previously lived in LOCATION2 price , LOCATION1 , SW London and NW London	None	5 6 
1333	I 've previously lived in LOCATION2 safety , LOCATION1 , SW London and NW London	None	5 6 
1333	I 've previously lived in LOCATION2 transit location , LOCATION1 , SW London and NW London	None	5 6 7 
1343	I am based near to LOCATION1 , on LOCATION2 general	None	8 9 
1343	I am based near to LOCATION1 , on LOCATION2 price	None	8 9 
1343	I am based near to LOCATION1 , on LOCATION2 safety	None	8 9 
1343	I am based near to LOCATION1 , on LOCATION2 transit location	None	8 9 10 
1398	From there you can take the LOCATION2 general Line to LOCATION1	None	6 7 
1398	From there you can take the LOCATION2 price Line to LOCATION1	None	6 7 
1398	From there you can take the LOCATION2 safety Line to LOCATION1	None	6 7 
1398	From there you can take the LOCATION2 transit location Line to LOCATION1	None	6 7 8 
1405	Thank you so much for your help in advance To reach LOCATION2 general from LOCATION1 take the Underground ( Subway )	None	11 12 
1405	Thank you so much for your help in advance To reach LOCATION2 price from LOCATION1 take the Underground ( Subway )	None	11 12 
1405	Thank you so much for your help in advance To reach LOCATION2 safety from LOCATION1 take the Underground ( Subway )	None	11 12 
1405	Thank you so much for your help in advance To reach LOCATION2 transit location from LOCATION1 take the Underground ( Subway )	None	11 12 13 
1414	Jusy north of LOCATION1 is LOCATION2 general	None	5 6 
1414	Jusy north of LOCATION1 is LOCATION2 price	None	5 6 
1414	Jusy north of LOCATION1 is LOCATION2 safety	None	5 6 
1414	Jusy north of LOCATION1 is LOCATION2 transit location	None	5 6 7 
1415	Then finally I moved to LOCATION1 in LOCATION2 general which was cheap but I personally didnt like it there	None	7 8 
1415	Then finally I moved to LOCATION1 in LOCATION2 price which was cheap but I personally didnt like it there	None	7 8 
1415	Then finally I moved to LOCATION1 in LOCATION2 safety which was cheap but I personally didnt like it there	None	7 8 
1415	Then finally I moved to LOCATION1 in LOCATION2 transit location which was cheap but I personally didnt like it there	None	7 8 9 
141	Still in Greater London area West London - LOCATION1 or LOCATION2 general	None	10 11 
141	Still in Greater London area West London - LOCATION1 or LOCATION2 price	None	10 11 
141	Still in Greater London area West London - LOCATION1 or LOCATION2 safety	None	10 11 
141	Still in Greater London area West London - LOCATION1 or LOCATION2 transit location	None	10 11 12 
1444	You might want to consider LOCATION1 or parts of LOCATION2 general , all up and coming areas and this despite their negative public image , are relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London I will live and work in London for few years , but I have n't found a permanent place where live I 'm looking for a small aparment or just a room , the important things I need my own bathroom , a place were cook food and a fridge ; better to have a washer too , but , if not , I will wash my clothes on coin washer does not have to be in London downtown to bee not too expensive , I need a place in London suburbs in London buses and underground are very efficient , so , come and go to work will be easy done anyone have any advice for me	None	9 10 
1444	You might want to consider LOCATION1 or parts of LOCATION2 price , all up and coming areas and this despite their negative public image , are relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London I will live and work in London for few years , but I have n't found a permanent place where live I 'm looking for a small aparment or just a room , the important things I need my own bathroom , a place were cook food and a fridge ; better to have a washer too , but , if not , I will wash my clothes on coin washer does not have to be in London downtown to bee not too expensive , I need a place in London suburbs in London buses and underground are very efficient , so , come and go to work will be easy done anyone have any advice for me	None	9 10 
1444	You might want to consider LOCATION1 or parts of LOCATION2 safety , all up and coming areas and this despite their negative public image , are relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London I will live and work in London for few years , but I have n't found a permanent place where live I 'm looking for a small aparment or just a room , the important things I need my own bathroom , a place were cook food and a fridge ; better to have a washer too , but , if not , I will wash my clothes on coin washer does not have to be in London downtown to bee not too expensive , I need a place in London suburbs in London buses and underground are very efficient , so , come and go to work will be easy done anyone have any advice for me	None	9 10 
